62,125
62,39
62,74
62,36
62,137
63,112
63,148
63,196
63,197
63,16
63,172
64,146
64,8
64,179
65,141
65,54
65,163
65,114
65,131
65,150
66,170
66,150
67,192
67,47
67,120
67,67
67,169
67,179
67,64
67,184
68,51
68,142
68,134
68,68
68,115
68,104
68,139
68,112
68,189
68,106
69,148
69,129
69,139
69,89
69,74
69,161
69,91
69,16
70,146
70,176
70,93
71,189
71,38
71,74
71,20
72,127
72,194
72,35
72,153
72,80
72,46
72,134
73,13
73,133
74,30
74,70
74,150
74,197
74,46
74,179
74,155
75,146
75,166
75,14
75,103
75,144
75,50
75,32
76,131
76,176
78,7
78,83
78,170
78,171
78,154
78,102
79,84
79,103
80,88
80,145
80,40
80,110
80,168
80,112
80,153
81,190
81,53
81,87
81,137
81,18
81,161
82,131
82,198
82,79
82,89
82,81
83,77
83,124
83,192
83,67
83,30
84,18
84,182
84,69
84,74
85,90
85,181
85,16
85,109
85,135
86,123
86,68
86,180
86,198
86,111
86,138
86,20
86,131
87,144
88,153
88,53
88,195
88,113
88,180
88,28
88,146
88,8
88,71
89,77
89,158
89,112
89,80
89,71
90,105
90,25
90,192
90,19
90,143
90,11
90,106
91,141
91,37
91,119
91,196
91,78
91,125
91,109
92,76
92,13
92,9
93,80
93,135
93,119
93,54
93,133
94,111
94,116
94,5
94,107
94,0
94,171
94,114
95,106
95,112
95,18
95,106
95,149
95,126
96,144
96,40
96,163
96,149
96,0
96,183
96,43
96,75
96,94
97,1
97,98
97,143
97,8
97,153
98,110
98,136
98,82
98,127
98,170
98,168
98,35
99,107
99,73
99,85
99,51
99,79
99,108
99,92
100,47
100,143
100,171
100,193
100,162
101,158
101,58
102,98
102,163
103,139
103,199
104,33
105,7
105,96
105,38
105,56
105,2
106,113
106,130
106,141
107,9
107,95
107,90
107,60
108,56
108,186
108,95
109,200
109,164
109,20
110,53
110,42
110,43
111,161
111,188
111,97
111,143
112,173
112,156
112,160
112,168
112,68
112,194
112,169
113,156
113,128
113,0
113,101
114,77
114,48
114,141
114,186
114,154
114,185
114,115
114,150
115,23
115,18
115,37
115,42
116,23
116,58
116,191
116,71
116,43
116,130
116,52
117,73
117,119
117,146
117,129
117,111
117,179
117,105
118,182
118,135
118,82
118,115
119,180
119,137
120,145
120,134
120,63
120,89
120,170
120,142
120,117
120,79
120,27
121,53
121,194
121,60
122,189
122,104
122,132
122,119
122,90
122,168
122,105
123,87
123,29
123,118
124,145
124,192
124,14
125,62
126,37
126,190
126,85
126,34
126,71
126,196
127,56
127,125
127,143
127,62
127,180
127,64
127,86
127,174
127,161
128,119
128,197
128,46
128,152
128,94
129,59
130,120
130,193
130,32
131,32
131,165
131,182
131,103
131,52
132,10
132,131
132,124
132,4
133,85
133,159
133,74
133,177
133,160
134,33
134,47
134,189
134,31
134,124
134,180
135,121
135,27
135,34
135,91
136,4
136,195
136,0
137,104
137,68
137,97
137,17
137,107
137,49
137,123
138,29
138,52
138,153
138,0
138,86
138,66
138,13
139,143
139,189
139,43
139,145
140,130
140,30
141,179
141,48
141,197
142,0
142,3
142,134
142,91
142,167
142,134
142,21
142,44
142,55
143,177
143,37
143,133
143,155
143,107
144,42
144,74
145,132
145,157
145,90
145,127
145,182
146,101
146,12
147,31
147,189
147,191
148,97
148,68
148,72
148,124
148,96
149,92
149,46
149,34
149,142
150,29
150,153
151,154
151,143
151,178
151,160
151,114
151,157
151,156
152,163
152,177
152,184
152,148
152,68
152,173
153,150
153,179
153,55
153,130
154,73
154,46
154,71
154,13
155,84
155,24
155,65
155,192
155,41
156,138
156,25
156,59
156,106
157,109
157,199
157,28
158,124
158,21
158,170
158,61
159,168
159,103
159,75
159,3
160,197
160,106
160,15
160,94
160,88
160,101
160,98
160,76
160,173
160,189
160,176
161,174
161,65
161,13
162,32
162,120
162,179
162,31
162,103
162,172
163,198
163,84
163,185
163,96
163,128
163,29
164,115
164,13
164,99
164,188
164,55
164,18
165,31
165,60
165,17
165,25
166,174
166,12
166,111
166,118
166,78
166,48
167,177
167,85
167,89
167,17
167,1
167,135
168,99
168,114
168,74
168,188
168,33
168,194
168,156
168,17
168,175
168,41
169,103
169,169
169,192
169,4
169,80
169,143
169,89
169,88
169,173
169,59
170,39
171,155
171,154
171,162
171,195
171,141
172,127
172,176
172,124
172,55
173,191
173,175
173,142
173,170
173,82
173,102
174,113
174,148
174,43
174,188
175,111
175,57
175,188
175,41
175,121
175,73
176,62
176,177
176,75
176,0
176,24
176,141
176,75
176,100
177,168
177,24
177,34
177,54
178,179
178,140
178,156
178,17
178,125
178,160
179,108
179,134
179,15
180,47
180,1
180,53
180,135
180,175
180,81
180,199
180,172
181,171
181,37
181,103
182,5
182,99
182,44
182,111
183,200
183,12
183,46
183,125
183,162
183,61
184,51
184,154
184,154
184,49
184,194
184,168
185,146
185,173
185,156
185,193
185,88
186,171
186,45
186,186
186,47
187,65
187,140
187,123
187,77
187,181
187,33
188,148
188,143
188,167
189,137
189,35
189,87
189,167
190,8
190,162
190,86
191,162
191,20
191,173
191,17
191,72
191,199
191,112
191,177
192,192
192,113
192,125
192,122
193,78
193,54
193,55
193,84
193,146
193,118
193,102
193,193
193,175
193,105
194,39
194,137
194,130
194,41
194,30
195,68
195,18
195,109
195,58
195,110
195,72
196,122
196,189
196,190
197,107
197,162
197,135
198,162
198,132
198,167
199,138
199,150
199,39
199,15
199,18
199,34
200,102
200,154
200,109
